,datetime,interval_minutes,index,ntp_volume_this_tip_intervalml,A Current,Peaks,Troughs,Peaks_daily_avg,Troughs_daily_avg,A Current_daily_avg,ntp_volume_this_tip_intervalml_daily_avg,pH,sCOD_kg/m3,COD_kg/m3,CH4%,CO2,H2S,TE,TS,VS,TSS,COND,VFA,sample_vol
178,2023-11-12 21:30:00,,1190.0,,51.386,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
179,2023-11-12 21:40:00,,1191.0,,51.271,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
180,2023-11-12 21:50:00,,1192.0,,51.219,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
181,2023-11-12 22:00:00,,30.0,116.68483516483518,51.114,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
182,2023-11-12 22:10:00,,1193.0,,50.897,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
183,2023-11-12 22:20:00,,1194.0,,50.811,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
184,2023-11-12 22:30:00,,1195.0,,50.722,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
185,2023-11-12 22:40:00,,1196.0,,50.596,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
186,2023-11-12 22:50:00,,1197.0,,50.8,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
187,2023-11-12 22:50:00,,1198.0,,50.383,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
188,2023-11-12 23:00:00,,32.0,126.30124542124544,50.172,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
189,2023-11-12 23:00:00,,31.0,126.30124542124544,50.3,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
190,2023-11-12 23:10:00,,1200.0,,50.082,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
191,2023-11-12 23:10:00,,1199.0,,50.4,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
192,2023-11-12 23:20:00,,1201.0,,50.2,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
193,2023-11-12 23:20:00,,1202.0,,49.963,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
194,2023-11-12 23:30:00,,1204.0,,49.834,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
195,2023-11-12 23:30:00,,1203.0,,50.2,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
196,2023-11-12 23:40:00,,1206.0,,49.689,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
